boa	n
boar	n
boarder	n
boas	
boastful	j
bobbin	n
bobsled	n v
bodice	n
bodyguard	n
boeotia	
boggy	j
bohemia	n
bohemian	j n
boldly	a
bolero	n
boletaceae	
bolls	
bolster	n v
bolted	
bombard	n v
bombers	
bombshell	n
boned	j
boneheaded	j
boneless	j
bonito	n
bonnet	n v
bonus	n
booked	j
boomerang	n v
booming	j
boon	j n
booster	n
bootleg	j n v
bootlegging	n
boraginaceae	
boreal	j
boric	j
borrow	v
borrower	n
bos	
bosnia	
botanical	j n
bothidae	
bottled	
bottleneck	n v
bottleshaped	
boughs	
bounced	
bouncing	j n
boundless	j
bountiful	j
bounty	n
bourbon	n
bourgeois	j n
bout	n
bowel	n
bowing	j n
bowler	n
bowlshaped	
bowsprit	n
boxed	j
boxers	n
boyish	j
bracelet	n
braces	n
brachiate	j v
brachiocephalic	
brachycephalic	j n
bracing	j n
bracken	n
bract	n
brag	j n v
brahman	n
brahmin	n
braided	j
brail	n v
brainwave	n
bram	
bramble	n
brambles	
brash	j
brassbound	j
bravery	n
brawl	n v
brazen	j v
breadfruit	n
breakage	n
breakneck	j
breakup	n
bream	n v
breathed	j
breathless	j
breech	n
breeches	n
breezy	j
brevity	n
brew	n v
brewery	n
briar	n
bribe	n v
bridal	j n
bridegroom	n
bridgehead	n
briefcase	n
brier	n
brigade	n v
brink	n
bristled	j
bristlelike	j
broaden	v
broadening	n
broccoli	n
broil	n v
broiling	n
bromide	n
bromine	n
bronchi	
bronchioles	
bronchodilator	n
bronzeage	
brooch	n v
brooding	j n
brook	n v
brooklyn	
brotherly	a j
brow	n
brownishred	
browsing	n
bruises	
bruising	j
brunswick	
brushlike	j
brushy	j
brussels	
brutality	n
brutally	a
bubbled	
bubbling	j
bubbly	j n
buckeye	n
buckram	j n v
buckthorn	n
buckwheat	n
bucolic	j n
buffet	n v
buffoon	n
bugbane	n
buggy	j n
builder	n
buildup	n
bulbils	
bulky	j
bulldog	n v
bulletproof	j v
bullfight	n
bulwark	n v
bumble	v
bumper	n
bun	n
bundles	
bunt	n v
bunting	n
bunyan	
burdensome	j
bureaucrat	n
bureaucratic	j
burglary	n
burgoo	n
burgundy	n
burke	v
burl	n v
burlesque	j n v
burr	n v
bursa	n
bursting	
bursts	
burundi	
buses	
bushel	n v
businessperson	n
busted	j
buster	n
bustle	n v
butcher	n v
butcherbird	n
butler	n
buttercup	n
butterfat	n
buttermilk	n
buttery	j n
buttoned	j
buttonhole	n v
buttress	n v
butyric	j
buyout	n
buzz	n v
byproduct	n
byzantium	
cab	n v
cabal	n v
cabaret	n
cache	n v
cackle	n v
caddo	
cadence	n
cafeteria	n
caffeine	n
caged	
cagey	j
cain	
caisson	n
cakewalk	n v
calabash	n
calamus	n
calcification	n
calcified	
calcify	v
calculator	n
calculi	
calcutta	
calibrate	v
calibrated	j
caliper	n v
caliph	n
calisthenics	n
calk	n v
callosum	
callous	j v
callus	n v
calmness	n
caloric	j
calories	
calves	
calvin	
calvinist	
cam	n
cambium	n
camouflage	n v
campaigning	n
campania	
campeche	
campus	n
cancelled	j
candid	j
candida	n
candies	
candor	n
canescent	j
canis	
canker	n v
cannabis	n
canning	
canonized	j
cantankerous	j
canteen	n
canter	n v
canterbury	
canton	n v
capabilities	
capacitor	n
caparison	n v
caper	n v
capillaries	
capitalise	v
capitalist	j n
capitalistic	j
capitalists	
capitate	j n
capitol	n
capped	j
capricious	j
capriole	n v
capsized	
capsular	j
caption	n v
captive	j n
caramelized	
carapace	n
caravan	n v
carbonic	j
carboxylic	j
carcinogenic	j
cardiopulmonary	j
cardiovascular	j
carelessness	n
caress	n v
caretaker	n
caribou	n
caricature	n v
carina	n
carl	
carminative	j n
carnal	j
carnegie	
carnival	n
carnivores	
carob	n
carom	n v
carotene	n
carpal	j n
carpels	
carpetbag	j n
carpeting	n
carroll	
cartel	n
carter	n
cartesian	
carthage	
carton	n
caryophyllaceous	j
cased	j
cashed	j
cashew	n
cashier	n v
casket	n v
cassette	n
cassiopeia	
castile	
castoff	
castrate	n v
castration	n
castro	
casualties	
casualty	n
casuarina	n
catabolism	n
cataleptic	j n
catalogue	n v
catalysis	n
catalytic	j
catalyze	v
catapult	n v
catastrophic	j
catches	
catchfly	n
catchy	j
catechism	n
catechu	n
catheter	n
catlike	
catsup	n
caudate	j n
cauliflower	n
caulk	n v
causally	a
causation	n
causeless	j
cautiously	a
cava	
cavalryman	n
cavern	n v
cavernous	j
caverns	
caviar	n
cd	n
ceasefire	
ceaseless	j
celiac	j
celibacy	n
cello	n
celluloid	j n
cemented	
cemetery	n
censor	n v
centaurus	
centaury	n
centennial	j n
centesis	n
centipede	n
centipedes	
centralized	j
centrally	a
cephalic	j
cephalopod	j n
ceratopsian	n
cerebellar	j
cerebrospinal	j
ceremonious	j
ceremoniously	a
cerium	n
certification	n
certify	v
cesarean	j n
cetacean	j n
cgs	n
ch	
chaffy	j
chafing	n
chainlike	j
chalky	j
chambered	j
chameleon	n
chamois	n
chancel	n
chang	
channelize	v
chant	n v
chanted	j
chanting	n
chaotic	j
chap	n v
chaplain	n
char	n v
characterization	n
characterize	v
characterizing	
charismatic	j
charlotte	n
charred	
charts	
chased	n
chassis	n
chastity	n
chauffeur	n v
cheaply	a
checker	n v
checkerboard	n
checkered	j
checkmate	n v
checkout	n
cheerfully	a
cheerfulness	n
cheeselike	j
chef	n
chelate	j n v
chemotherapy	n
cherished	j
chesapeake	
chewy	j
chicane	n v
chickenpox	n
chickpea	n
chicks	
chickweed	n
chieftain	n
childlike	j
chilling	j n
chilly	j n
chimes	
chinchilla	n
chink	n v
chinook	n
chipping	n
chirping	
chitinous	j
chivalry	n
chlamydia	n
chloroform	n v
chock	a n v
chokecherry	n
choked	j
choker	n
cholera	n
choleric	j
cholinergic	j
chopin	
chopping	
chops	
chords	
chorea	n
choreography	n
chores	
chorion	n
choroid	n
chowder	n
christopher	
chromate	n
chromatin	n
chromatography	n
chrome	n v
chronically	a
chronology	n
chunk	n v
chunky	j
churning	j
chyle	n
cilia	
ciliate	j n
ciliated	j
cinch	n v
cinchona	n
circuitous	j
circularize	v
circulated	
circumpolar	j
circumscribed	j
circumstantially	a
circumvent	v
cirrhosis	n
cistern	n
citadel	n
citation	n
cited	
citric	j
citron	n
civet	n
civets	
civic	j
civilisation	n
civilized	j
clack	n v
clad	j
clammy	j
clamor	n v
clannish	j
clapper	n
clapping	n
claret	n v
clarification	n
clarion	j n v
clark	
clasping	
classmate	n
clastic	j
clavicle	n
cleaner	n
cleanliness	n
clearance	n
clearcut	
cleave	v
clematis	n
clemency	n
clench	n v
cleopatra	
clergymen	
cleric	n
cleverness	n
clicking	
clinched	j
cling	n v
clinically	a
clinker	n v
clinton	
clipper	n
clipping	n
clockwise	a j
clogging	j
closeness	n
clostridium	n
clothe	v
cloudiness	n
clout	n v
clove	n
cloves	
clue	n v
clues	
clumping	n
clumsiness	n
clusia	n
clytemnestra	
cns	
co	
coaches	
coalesce	v
coalition	n
coarsegrained	
coaster	n
cobra	n
coca	n
cochineal	n
cockle	n v
cockney	j n
cockpit	n
codfish	n
codified	j
coding	n
coelenterate	n
coenzyme	n
coerce	v
coercion	n
coercive	j
coexist	v
coffin	n v
cog	n v
cogitation	n
cognac	
cognate	j n
cognition	n
cohere	v
coherence	n
cohesion	n
cohesive	j
coif	n v
coiling	j
coincide	v
coincidence	n
coinciding	j
coinoperated	
coitus	n
coldblooded	
coldwater	
colitis	n
collaborates	
collage	n
collagen	n
collapsible	j
collapsing	
collectivism	n
collegiate	j
collided	
colloid	n
colloquially	a
colonialism	n
colonist	n
coloratura	n
columbine	n
columbus	
columniation	n
comate	j
comatose	j
combatant	j n
combed	j
comblike	
combust	v
comedienne	n
comforting	j
comforts	n
comical	j
commemorate	v
commemoration	n
commence	v
commencement	n
commend	v
commendable	a j
commendation	n
commentator	n
commissioner	n
commonest	
commonness	n
commune	n v
communicable	j
communicative	j
compactly	a
companionship	n
comparatively	a
compassionate	j v
compatibility	n
compensating	
competing	
competitiveness	n
compilation	n
compile	v
compiling	n
complain	v
completeness	n
completing	j
compliance	n
compliant	j
complimentary	j
compliments	n
composes	
compost	n v
compounded	j
compressing	n
compressor	n
compromising	j
compulsively	a
compute	v
computerized	
comrade	n
concatenation	n
concede	v
conceded	
concertina	n v
conciliatory	j
concluded	j
conclusive	j
concoct	v
concocted	
concoction	n
concordance	n
concretion	n
concurrence	n
condemning	j
condenser	n
condescending	j
condescension	n
condiment	n
conditioner	n
conductors	
conduit	n
condyle	n
coneflower	n
conelike	j
confection	n v
confectionery	n
confess	v
confessed	
confessor	n
confide	v
confidentially	a
confidently	a
confines	n
confining	j
confirming	j
conformable	j
conformist	j n
confront	v
confronted	
conga	n v
conge	n v
congee	n v
congener	n
congested	j
conglomerate	j n v
congratulate	v
congregational	j
congressional	j
congruent	j
conjugated	j
conjugation	n
conjunct	j
conjunctive	j n
conjuring	n
conk	n v
connectedness	n
connector	n
connexion	n
connotation	n
conscientiousness	n
consciously	a
consecrate	j v
consecration	n
consequent	j
consequently	a
conservatism	n
conserved	j
considerably	a
considering	
consign	v
consignment	n
consolation	n
console	n v
consonance	n
consonantal	j
constable	n
constancy	n
constantine	
consternation	n
constipation	n
constituency	n
constrain	v
constrained	j
constrict	v
constricting	j
consul	n
consult	v
consultation	n
consulted	
consulting	
consumptive	j n
contaminating	j
contemplate	v
contemplative	j n
contemptible	j
contemptuous	j
contemptuously	a
contend	v
contentment	n
conterminous	j
contested	j
contingency	n
continuance	n
contour	n v
contours	
contraband	j n
contractile	j
contracting	n
contractual	j
contradict	v
contralto	j n
contrapuntal	j
contrastive	j
controller	n
convalescent	j n
convallariaceae	
convection	n
convened	
conveniently	a
convent	n
conventionalized	j
convergence	n
converging	n
conversational	j
converse	j n v
converter	n
convexity	n
conveyer	n
convict	n v
convince	v
convivial	j
convolution	n
convolvulus	n
convoy	n v
convulse	v
convulsion	n
convulsively	a
cookout	n
coolness	n
cooper	n v
cop	n v
cope	n v
copious	j
copperplate	n
coppery	j
coptic	
copula	n
copulate	v
copulation	n
copying	n
coraciiformes	
corbel	n v
cordate	j
cordiality	n
corduroy	n v
coriander	n
corinth	
corm	n
cormous	j
cornbread	n
corneal	j
corned	j
cornice	n v
cornwall	
corona	n
coronation	n
corporeal	j
corpses	
corpuscles	
corral	n v
correctional	j
corrective	j n
correlate	j n v
correlated	j
correspondent	j n
corridor	n
corrugated	j
corrupting	j
corsica	
corticosteroid	n
corundum	n
corylus	
corymbose	j
cosmos	n
costly	j
cottony	j
cotyledon	n
cotyledons	
countenance	n v
counterattack	n v
counterbalance	n v
counterpoint	n v
counterrevolutionary	j n
counterweight	n v
counties	
coupled	j
couplet	n
coupon	n
courser	n
coursers	
courtier	n
courting	n
courtroom	n
courtship	n
covalent	j
cove	n
covertly	a
covetous	j
coward	n
cowboys	
cowhide	n v
cowl	n v
coworkers	
coy	j
coyote	n
cpa	
cpu	
crabmeat	n
crackers	j
crackle	j n v
crackling	n
crafty	j
cram	v
cramped	j
cranberries	
crankshaft	n
crap	n v
crape	n v
craps	n
crashing	
crate	n v
craven	j n
craving	n
crawfish	n v
crayfish	n
craze	n v
creaky	j
credibility	n
credible	j
creditors	
credulous	j
creeper	n
creeps	n
cremated	
creole	n
creosote	n v
crepuscular	j
crescendo	j n v
crescent	n
crescentshaped	
cresses	
crevices	
cricetidae	
criminally	a
crimp	n v
crinkled	j
cripple	n v
crippled	j
crispness	n
crisscross	a j n v
criterion	n
critically	a
critique	n v
croatia	
crochet	n v
crocheting	n
crock	n v
cropped	j
croquet	n v
crossbar	n
crossbreeding	n
crosscountry	
crossexamination	
crossfertilization	
crossover	n
crosspiece	n
crossroads	n
crosstown	a j
crotch	n
croton	n
crouch	n v
crowding	n
crowning	j
crows	
cruciferous	j
crucified	
crudely	a
crudeness	n
cruelly	a
cruiser	n
cruising	
crumble	v
crumbled	
crumbly	j
crusaders	
crystallize	v
crystallized	j
ctenophore	n
ctenophores	
cub	n v
cubeb	n
cubist	j n
cucurbitaceae	
cud	n
cudgel	n v
cuff	n v
cuisine	n
cull	n v
culminate	v
culmination	n
culms	
cultivating	
culturally	a
cultured	j
cum	n
cumbersome	j
cumin	n
cumulative	j
cumulus	n
cuneiform	j n
cupboard	n
cuplike	j
curator	n
curd	n
curdled	j
curds	
curfew	n
curing	n
curiously	a
curlew	n
curling	j n
currant	n
currants	
curriculum	n
curt	j
curtail	v
curtsy	n v
cusps	
cuss	n v
custodian	n
customarily	a
cutaneous	j
cute	j
cuticle	n
cutlery	n
cutout	n
cutter	n
cycad	n
cycadaceae	
cyclist	n
cycloid	j n
cyclotron	n
cygnus	
cynical	j
cypher	n v
cytologic	j
cytosine	n
dab	n v
dabble	v
dactyl	n
daffodil	n
daintily	a
dallas	
dally	v
dalmatian	n
damascene	j n v
damascus	
damask	j n
dame	n
damnation	n
dampen	v
damper	n
dams	
danced	
danes	
danube	
dare	n v
darkening	j n
darkling	j
darkly	a
darling	j n
darts	n
dashing	j
dated	j
dateless	j
dateline	n v
daze	n v
dazed	j
dazzle	n v
dazzled	j
dazzling	j
dc	
deacon	n
deadened	j
deadline	n
deadness	n
deadpan	a j
deafness	n
dealers	
dearly	a
deathly	a j
debase	v
debased	j
debilitating	j
debit	n v
debits	
debtor	n
debut	n v
dec	n
decadent	j n
decapod	n
deceived	
deceiving	
deceleration	n
decency	n
decentralized	j
deciding	n
deciphered	j
deciphering	
decisiveness	n
declarative	j n
declension	n
declination	n
declined	
declining	
decompose	v
decomposed	
decomposing	
decorum	n
decouple	v
decoy	n v
decreed	j
dedicate	v
deduct	v
deducted	
deductible	j n
deductive	j
deemed	
deepbodied	
deepened	
deepest	
deepfried	
deepness	n
deepseated	
defecate	v
defender	n
defensiveness	n
deference	n
defiant	j
deficiencies	
defile	n v
defining	n
definitive	j
deflate	v
deflated	j
deflation	n
deflect	v
deflected	
deflection	n
deform	v
defraud	v
deftly	a
defunct	j
degradation	n
degrade	v
degraded	j
degrading	j
dehiscent	j
dejection	n
delegate	n v
delegated	
delegates	
delete	v
deleted	
deleting	
delicately	a
delicious	j
deliciously	a
delighted	j
delightful	j
delimit	v
delineate	j v
delirium	n
deliverance	n
deliverer	n
delphi	
delphinium	n
demeanor	n
democratically	a
democrats	
demographic	j n
demolish	v
demons	
demonstrable	j
demonstrates	
demonstrative	j n
demonstrators	
demotic	j
demurrer	n
denatured	j
denim	n
denominational	j
denominations	
denominator	n
denounce	v
denounced	
denseness	n
denser	
dent	n v
dentate	j
denying	
deoxyribose	n
departed	j n
dependant	j n
depended	
dependency	n
depict	v
depicting	n
depletion	n
deplorable	j
deplore	v
deportation	n
deposed	
depositors	
depravity	n
depress	v
depressive	n
derby	n
derelict	j n
derision	n
dermis	n
descant	n v
descendent	j n
desensitized	
deserted	j
deserve	v
desiccate	j v
desiccated	j
designation	n
desirability	n
desktop	n
desolation	n
despatch	n v
desperately	a
desperation	n
despised	j
despot	n
despotic	j
destitute	j
detach	v
detain	v
detained	
detat	
detecting	n
detector	n
deter	v
deteriorate	v
determinate	j
determiner	n
deterrent	j n
detestable	j
detonate	v
detonating	
detonation	n
detrimental	j
detroit	
deuce	n
devastating	j
devastation	n
developer	n
devi	
deviant	j n
devilish	a j
devils	
devote	v
devotional	j n
devour	v
devout	j
dewey	
dexterity	n
dextral	j
dhegiha	
diagnose	v
diagrams	
dialectal	j
dialectic	j n
dialectical	j
dialysis	n
diapsid	n
diatomic	j
dibble	n v
dicarboxylic	j
diced	
dichotomously	a
dichromacy	n
dick	n
dictate	n v
dictated	j
dictates	
dictation	n
dictatorial	j
dictatorship	n
diencephalon	n
differentiate	v
diffident	j
diffraction	n
diffusely	a
digested	
digitalis	n
digression	n
digs	n
dike	n v
dilapidated	j
dilatation	n
dilate	v
dilated	
dilemma	n
diligence	n
diligently	a
dill	n
dilution	n
dime	n
diminishing	j
diminution	n
dimly	a
dimmed	j
dimple	n v
din	n v
dine	v
diner	n
dinky	j n
diode	n
dionysus	
diphtheria	n
diphthong	n
diploid	j n
dipping	
dipterous	j
dire	j
directing	j
dirham	n
dirigible	j n
dirtiness	n
disable	v
disadvantaged	j
disadvantageous	j
disagreeably	a
disappears	
disapprove	v
disarmament	n
disarray	n v
disastrous	j
discernible	j
discharging	
disciplinary	j
disciplined	j
disclose	v
disclosed	j
disclosure	n
disco	n v
discoid	j
discomycete	n
disconnect	n v
discontented	j
discontinuation	n
discontinue	v
discontinued	j
discontinuity	n
discontinuous	j
discordant	j
discouraged	j
discouragement	n
discourteous	j
discourtesy	n
discredited	j
discreet	j
discretionary	j
discriminate	j v
discriminating	j
discs	
discussions	
disdain	n v
disdainful	j
diseasecausing	
disengage	v
disfavor	n v
disfigured	j
disgraceful	j
disguised	j
disgusted	j
dishonesty	n
dishonorably	a
dishonored	j
dishonour	n v
dishware	n
disinclination	n
disinclined	j
disinfect	v
disinfecting	
disingenuous	j
disintegrate	v
disintegrated	
disjointed	j
disjunct	j
disklike	j
diskshaped	
dislocation	n
dislodge	v
disloyal	j
disloyalty	n
dismal	j
dismay	n v
dismissive	j
disney	
disorganized	j
disoriented	j
disparagement	n
disparate	j
disparity	n
dispel	v
dispensation	n
dispense	v
dispenser	n
dispenses	
dispensing	
dispirited	j
displace	v
displaces	
displeasing	j
disproportionately	a
disproved	
disputant	n
disputation	n
disqualified	j
disregarded	j
disreputable	j
disrepute	n
disrupt	v
disrupted	j
disruption	n
disruptive	j
dissatisfaction	n
dissatisfied	j
dissected	j
dissection	n
disseminated	
dissemination	n
dissension	n
dissenting	
dissident	j n
dissimilarity	n
dissipate	v
dissipated	j
dissociate	v
dissociation	n
dissociative	j
dissolute	j
dissonance	n
dissonant	j
distaste	n
distasteful	j
distemper	n v
distend	v
distended	
distensible	j
distension	n
distill	v
distilling	
distinctness	n
distort	v
distracted	j
distraction	n
distributive	j
distrustful	j
disuse	n
ditches	
divergence	n
divergent	j
diverging	j
diversification	n
diversified	j
diversify	v
diverted	j
diverting	j
divest	v
divested	
divider	n
divinely	a
divisional	j
divisor	n
divorced	j
divulge	v
dizziness	n
djibouti	
docket	n v
doctoral	j
doctorate	n
doctrinal	j
documented	j
dodge	n v
dogfish	n
dogfishes	
doglike	j
dogsled	n v
dogtooth	n
dogwood	n
dolomite	n
dolphin	n
domed	j
domeshaped	
domicile	n v
dominating	j
domination	n
dominion	n
domino	n
donated	
doric	j
dormitory	n
dosage	n
doublebreasted	
doubleedged	
doubles	n
doubling	n
doubly	a
doughnut	n
dour	j
dove	n
dowdy	j n
dower	n v
downcast	j n
downfield	a j
downpour	n
downright	a j
downstairs	a j
downstream	a j
downtown	a j n
downturn	n
downwards	a
dowse	n v
dozens	n
dragged	
dragonfly	n
drainpipe	n
dram	n
dramas	
draped	j
draperies	
drapery	n
drastic	j
drawl	n v
drawstring	n
dreadfully	a
dreaming	n
dreamlike	j
dreamy	j
dreary	j
dredge	n v
dregs	n
drench	v
drenched	j
dressage	n
dresser	n
drier	n
dries	
drifted	
drilled	j
drippy	j
drivel	n v
droop	n v
droplets	
droseraceae	
droughtresistant	
drown	v
drowning	
drowsiness	n
drowsy	j
drugged	j
drugstore	n
drumbeat	n
drumfish	n
drumhead	j n
drumstick	n
drunkenness	n
drupaceous	j
drupe	n
dryopteris	
du	
dualism	n
dualistic	j
duchess	n
dud	j n
duet	n
dugout	n
dullcolored	
dully	a
dumped	
dumpling	n
dumplings	n
dungeon	n
duo	n
duodecimal	j n
duple	j
duplex	j n v
duplication	n
duplicator	n
dura	n
durability	n
dusk	n v
dusky	j
duster	n
dutiable	j
dutiful	j
dweller	n
dyed	j
dynamics	n
dynamite	n v
dyne	n
dysentery	n
ea	
eagerly	a
eagles	
eared	j
earless	j
earring	n
earthborn	j
earthstar	n
earthworms	
easiness	n
easing	n
easterly	a j n
easternmost	j
easygoing	j
eater	n
eaters	
eaves	n
ebony	j n
eccentricity	n
ecclesiastic	j n
eclat	n
ecological	j
ecstasy	n
ecstatic	j
eczema	n
eddy	n v
eden	
edentate	j n
edging	n
edict	n
eelshaped	
eerie	j
efface	v
effected	j
effeminate	j
effete	j
efficacious	j
efficacy	n
efficiently	a
effigy	n
effortful	j
effortless	j
effortlessly	a
effusive	j
egglaying	
eggplant	n
ego	n
egotistical	j
egret	n
eider	n
eighteen	j n
ejaculate	n v
ejaculation	n
ejection	n
eked	
elan	n
elapsed	j
elated	j
elation	n
eldest	j n
elective	j n
elector	n
electorate	n
electrolysis	n
electrolytic	j n
electropositive	j
elegantly	a
elegiac	j
elemental	j
eleven	j n
elf	n
eliminating	
elizabethan	
elk	n
ellipsoid	j n
elocutionary	j
elongation	n
elude	v
elusive	j
em	n
emaciated	j
emanating	
emanation	n
embankment	n
embargo	n v
embark	v
embarked	
embarrass	v
embassy	n
embattled	j
embellish	v
embellished	
embellishment	n
embody	v
embolism	n
embolus	n
embryology	n
embryos	
emerald	n
emergent	j
emery	n
emetic	n
emigrated	
eminence	n
eminent	j
emir	n
emissions	
empathy	n
emphasized	j
emphatically	a
empiricism	n
emplacement	n
employs	
empress	n
emptiness	n
empyrean	j n
en	n
enabled	
enabling	j
enact	v
enacted	
enactment	n
encased	j
encephalogram	n
enchantment	n
encircle	v
encroachment	n
encrusted	j
encumbrance	n
encyclopedia	n
endlessly	a
endocardium	n
endometrium	n
endorse	v
endorsed	
endow	v
endpoints	
endured	
endways	a
energetically	a
energies	
enforceable	j
engels	
engraver	n
engulf	v
enhanced	j
enigmatic	j
enlighten	v
enlightened	j n
enlightening	j
enlist	v
enlivened	j
enmity	n
enormity	n
enormously	a
enrich	v
enroll	v
enrolled	
ensign	n
ensure	v
ensuring	
entablature	n
entail	n v
entailing	
entangle	v
entangled	j
enteritis	n
enterprising	j
entertained	j
entertainer	n
enthusiast	n
enthusiastically	a
entice	v
enticing	j
entirety	n
entitle	v
entitles	
entrant	n
entrap	v
entree	n
entrenched	j
entropy	n
enveloping	
envious	j
enzymatic	j
eon	n
eparchy	n
ephedra	n
ephemeral	j n
ephesus	
epicurean	j n
epicyclic	j
epidermal	j
epididymis	n
epidural	j n
epigastric	j
epileptic	j n
epinephrine	n
epiphysis	n
episodic	j
epoch	n
eponym	n
epoxy	n v
equable	j
equalize	v
equanimity	n
equidae	
equidistant	j
equine	j n
equinoctial	j n
equinoxes	
equitable	j
equity	n
equivalence	n
erasure	n
erection	n
eritrea	
erode	v
eroded	j
erosive	j
errand	n
errant	j
eruptive	j
erythrocytes	
esau	
escutcheon	n
eskimo	
esoteric	j
espresso	n
establishes	
esters	
estimable	j
estimates	
estimating	
estradiol	n
estranged	j
estrous	j
estrus	n
estuaries	
esurient	j
et	
etch	v
eternity	n
ethanol	n
ethically	a
ethnically	a
ethyl	n
etiolation	n
etiology	n
etiquette	n
etymology	n
eucalyptus	n
euphemism	n
euphorbiaceae	
euphoria	n
euphrates	
evacuate	v
evacuated	
evangelist	n
evangelistic	j
evaporate	v
evenings	
eventful	j
eventual	
everlasting	j n
everybody	
evidencing	
evidentiary	j
eviscerate	j v
evocation	n
evoked	j
evolve	v
ex	j n
exacerbation	n
exacting	j
exactness	n
exaggerate	v
exaggeration	n
exalt	v
exaltation	n
examiner	n
exasperating	j
exasperation	n
excavate	v
excavated	
exceed	v
exchangeable	j
exchanges	
exchanging	
excise	n v
excision	n
excitability	n
excitation	n
excommunicated	
excrescence	n
excreta	n
excrete	v
excreted	
excursion	n
excusable	j
executing	n
executor	n
exemplary	j
exemplifying	j
exfoliate	v
exhalation	n
exhale	v
exhausting	j
exhaustive	j
exhilarating	j
exhusband	
exiled	
existential	j
existentialism	n
existentialist	j n
exocrine	j n
exodus	n
exorbitant	j
exoskeleton	n
expansive	j
expectancy	n
expended	
experimentation	n
experimenter	n
expertise	n
expiration	n
expired	j
explanatory	j
exploited	j
exploits	
explorers	
exploring	
explosions	
explosively	a
expressible	j
expressionism	n
expressionist	j n
expressway	n
extinguished	j
extinguishing	n
extort	v
extracellular	j
extracurricular	j
extravasation	n
extrinsic	j
extroverted	j
exuberance	n
exudation	n
eyeglasses	n
eyeless	j
eyelike	j
ezra	
fabian	j
fable	n
fabrication	n
fabulous	j
facade	n
facetious	j
facetiously	a
facetoface	
facets	
facile	j
facsimile	n v
facto	
facultative	j
faculties	
fading	n
fag	n v
faggot	n v
fagot	n v
fairies	
fairway	n
falcate	j
falconry	n
fallacious	j
fallblooming	
fallout	n
fallow	j n
falsehood	n
falsetto	j n
falsification	n
falter	n v
famed	j
familial	j
familiarize	v
famine	n
fanatic	j n
fanatical	j
fanatically	a
fang	n
fanned	j
fanny	n
fantasies	
farad	n
faraway	j
farce	n v
farcical	j
farfetched	j
farsighted	j
fascinating	j
fascism	n
fascist	j n
fastest	a
fastmoving	
fastrunning	
fateful	j
fatsoluble	
fattened	j
fattening	j
faultfinding	j n
fauvism	n
favoritism	n
favour	n v
fawning	j
fax	n v
fbi	
fdroosevelt	
fearless	j
feasible	j
feats	
febrile	j
fecal	j
fecundity	n
federally	a
feebly	a
feedback	n
feigning	n
felicitous	j
felony	n
felted	j
fender	n
fenestra	n
fennel	n
ferdinand	
feria	n
ferny	j
ferocious	j
ferret	n v
ferromagnetic	j
fertilizers	
fervent	j
fervid	j
fervor	n
festive	j
festivity	n
fetch	n v
fetid	j
fetish	n
fetuses	
feud	n v
feudatory	j n
feverish	j
fibre	n
fibrils	
fibrin	n
fibrinogen	n
fibrosis	n
fickle	j
fictile	j
fiddler	n
fiducial	j
fiduciary	j n
fielder	n
fiercely	a
fifteen	j n
fighters	
fiji	
filament	n
filet	n v
filial	j
fillet	n v
filmed	j
filming	n
filth	n
filtration	n
finality	n
financed	
finances	n
financing	n
finder	n
finer	j
finest	
fingerboard	n
fingering	n
fingernail	n
fingerprint	n v
fingertips	
finisher	n
finishes	
fipple	n
firecracker	n
fireflies	
fireman	n
fireproof	j v
firewood	n
firstborn	j n
firsthand	a j
firstrate	
fiscal	j
fisheating	
fisherman	n
fishermen	
fishlike	
fishnet	n
fishy	j
fissile	j
fissured	
fitful	j
fivelobed	
fixate	v
fixative	n
fixedness	n
fixity	n
fixtures	
flaccid	j
flagellated	j
flagellum	n
flagging	j n
flags	
flaked	
flamboyant	j n
flaming	j n
flanders	
flannel	n
flaring	j
flashes	
flashing	n
flashlight	n
flashy	j
flatfooted	j
flatness	n
flats	n
flatter	v
flatulence	n
flatworms	
flaunt	n v
flavorful	j
flaws	
flea	n
fledged	j
fledgling	j n
fleeing	
fleeting	j
flexion	n
flexuous	j
flexure	n
flighty	j
fling	n v
flintlock	n
flipped	
flippers	
flirtatious	j
floater	n
flooding	n
flooring	n
floppy	j n
florentine	
florid	j
floss	n v
flourishing	j
flowage	n
flowered	j
flowerless	j
flowery	j
flown	
flu	n
fluctuate	v
fluctuating	j
fluctuation	n
flue	n
fluency	n
fluent	j
fluently	a
fluff	n v
fluidfilled	
fluidity	n
fluke	n
flukes	
fluorescence	n
fluoride	n
fluorine	n
fluorocarbon	n
flurry	n v
flyblown	j
flycatcher	n
flycatchers	
foaming	j
foamy	j
focuses	
focusing	n
focussed	j
foggy	j
foiled	j
folder	n
foliated	j
foliation	n
folio	n
folks	n
folksy	j
folktales	
follicle	n
followup	n
fondly	a
font	n
foolhardy	j
foolishly	a
foolishness	n
footage	n
footer	n
foothills	
foothold	n
footing	n
footprint	n
footprints	
footrace	n
footwork	n
forbear	n v
forbid	v
forceps	n
forcible	j
fore	a n
forecast	n v
forefinger	n
forefront	n
foreground	n v
foreigner	n
forelimb	n
foreman	n
foremast	n
forensic	j
forerunner	n
foresight	n
foreskin	n
forested	j
foretell	v
forethought	n
forfeit	j n v
forfeited	j
forfeiture	n
forged	j
forgetful	j
forgetfulness	n
forgiveness	n
forgo	v
